"lang_id","code","name","percent","official"
832,"TJK","Tajik",null,true
833,"TJK","Russian",null,false
834,"TZA","Kiswahili",null,true
835,"TZA","English",null,true
836,"TZA","Arabic",null,false
837,"TZA","many",null,false
838,"THA","Thai",90.7,true
839,"THA","Burmese",1.3,false
840,"THA","Other",8,false
841,"TGO","French",null,true
842,"TGO","Ewe",null,false
843,"TGO","Kabye",null,false
844,"TGO","Mina",null,false
845,"TGO","Dagomba",null,false
846,"TKL","Tokelauan",88.1,false
847,"TKL","English",48.6,false
848,"TKL","Samoan",26.7,false
849,"TKL","Tuvaluan",11.2,false
850,"TKL","Kiribati",1.5,false
851,"TKL","Other",2.8,false
852,"TKL","none",2.8,false
853,"TKL","unspecified",0.8,false
854,"TON","Tongan",null,true
855,"TON","English",null,true
856,"TON","Other",1.1,false
857,"TON","unspecified",0.03,false
858,"TTO","English",null,true
859,"TTO","Caribbean Hindustani",null,false
860,"TTO","French",null,false
861,"TTO","Spanish",null,false
862,"TTO","Chinese",null,false
863,"TUN","Arabic",null,true
864,"TUN","French",null,false
865,"TUN","Berber",null,false
866,"TUR","Turkish",null,true
867,"TUR","Kurdish",null,false
868,"TUR","Other",null,false
869,"TKM","Turkmen",72,true
870,"TKM","Russian",12,false
871,"TKM","Uzbek",9,false
872,"TKM","Other",7,false
873,"TCA","English",null,true
874,"TUV","Tuvaluan",null,true
875,"TUV","English",null,true
876,"TUV","Samoan",null,false
877,"TUV","Kiribati",null,false
878,"UGA","English",null,true
879,"UGA","Ganda",null,false
880,"UGA","Other",null,false
881,"UGA","Nilo",null,false
882,"UGA","Swahili",null,false
883,"UGA","Arabic",null,false
884,"UKR","Ukrainian",67.5,true
885,"UKR","Russian",29.6,false
886,"UKR","Other",2.9,false
887,"ARE","Arabic",null,true
888,"ARE","Persian",null,false
889,"ARE","English",null,false
890,"ARE","Hindi",null,false
891,"ARE","Urdu",null,false
892,"GBR","English",null,false
893,"USA","English",79.2,false
894,"USA","Spanish",12.9,false
895,"USA","Other",8,false
896,"URY","Spanish",null,true
897,"URY","Portunol",null,false
898,"URY","Brazilero",null,false
899,"UZB","Uzbek",74.3,true
900,"UZB","Russian",14.2,false
901,"UZB","Tajik",4.4,false
902,"UZB","Other",7.1,false
903,"VUT","Tribal Languages",63.2,false
904,"VUT","Bislama",33.7,true
905,"VUT","English",2,true
906,"VUT","French",0.6,true
907,"VUT","Other",0.5,false
908,"VEN","Spanish",null,true
909,"VEN","indigenous",null,false
910,"VNM","Vietnamese",null,true
911,"VNM","English",null,false
912,"VNM","Other",null,false
913,"WLF","Wallisian",58.9,false
914,"WLF","Futunian",30.1,false
915,"WLF","French",10.8,true
916,"WLF","Other",0.2,false
917,"ESH","Standard",null,false
918,"ESH","Hassaniya",null,false
919,"ESH","Moroccan",null,false
920,"YEM","Arabic",null,true
921,"ZMB","Bembe",33.4,false
922,"ZMB","Nyanja",14.7,false
923,"ZMB","Tonga",11.4,false
924,"ZMB","Lozi",5.5,false
925,"ZMB","Chewa",4.5,false
926,"ZMB","Nsenga",2.9,false
927,"ZMB","Tumbuka",2.5,false
928,"ZMB","Lunda",1.9,false
929,"ZMB","Kaonde",1.8,false
930,"ZMB","Lala",1.8,false
931,"ZMB","Lamba",1.8,false
932,"ZMB","English",1.7,true
933,"ZMB","Luvale",1.5,false
934,"ZMB","Mambwe",1.3,false
935,"ZMB","Namwanga",1.2,false
936,"ZMB","Lenje",1.1,false
937,"ZMB","Bisa",1,false
938,"ZMB","Other",9.7,false
939,"ZMB","unspecified",0.2,false
940,"ZWE","Shona",null,true
941,"ZWE","Ndebele",null,true
942,"ZWE","English",null,true
943,"ZWE","Chewa",null,true
944,"ZWE","Chibarwe",null,true
945,"ZWE","Kalanga",null,true
946,"ZWE","Koisan",null,true
947,"ZWE","Nambya",null,true
948,"ZWE","Ndau",null,true
949,"ZWE","Shangani",null,true
950,"ZWE","sign",null,true
951,"ZWE","Sotho",null,true
952,"ZWE","Tonga",null,true
953,"ZWE","Tswana",null,true
954,"ZWE","Venda",null,true
955,"ZWE","Xhosa",null,true
